invoice_id,date,store_id,store_name,store_city,product_name,manufacturing_company,pack,unit_volume_ml,unit_sold,unit_retail_price,total_price,volume_sold_liters
INV-18412300001,2019-03-28,4119,Peak Provisions,CEDAR FALLS,SootheSip Serenity,NibbleNation Group,12,750,12,1.76,21.12,9.0
INV-18412300005,2019-03-28,4119,Peak Provisions,CEDAR FALLS,CreamyCaramel Cloud,CraveCrafter Brands,12,750,12,3.64,43.68,9.0
INV-18588100001,2019-04-05,9039,Skyline Stores,WEST DES MOINES,VelvetChai Charm,Frescan Jaya,12,375,36,1.8,64.8,13.5
INV-18710600003,2019-04-11,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,SipStory Co.,6,1750,6,5.13,30.78,10.5
INV-18710600005,2019-04-11,4119,Peak Provisions,CEDAR FALLS,PeachyKeen Revive,Crunchy Group,12,750,12,2.23,26.76,9.0
INV-18710600001,2019-04-11,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,CrunchCraft Co.,6,1750,6,1.94,11.64,10.5
INV-18710600006,2019-04-11,4119,Peak Provisions,CEDAR FALLS,SpicedApple Hug,FlavBlend Innovations,6,1750,12,2.98,35.76,21.0
INV-18710600002,2019-04-11,4119,Peak Provisions,CEDAR FALLS,PureElixir Zest,MunchWave Snacks,12,750,12,2.45,29.4,9.0
INV-18710600007,2019-04-11,4119,Peak Provisions,CEDAR FALLS,VitaWave Splash,NibbleNook Ventures,12,750,12,2.42,29.04,9.0
INV-18710600004,2019-04-11,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,NibbleNation Group,12,750,12,2.02,24.24,9.0
INV-18934100005,2019-04-23,4119,Peak Provisions,CEDAR FALLS,VelvetChai Charm,NibbleNation Group,12,750,12,2.16,25.92,9.0
INV-18934100010,2019-04-23,4119,Peak Provisions,CEDAR FALLS,CreamyCaramel Cloud,CraveCrafter Brands,12,750,12,3.64,43.68,9.0
INV-18934100008,2019-04-23,4119,Peak Provisions,CEDAR FALLS,FrostyMango Fusion,CraveCrafter Brands,12,750,12,2.23,26.76,9.0
INV-18934100011,2019-04-23,4119,Peak Provisions,CEDAR FALLS,VelvetMist Infusion,FlavBlend Innovations,12,750,12,4.17,50.04,9.0
INV-18934100014,2019-04-23,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,MunchWave Snacks,6,1750,6,8.64,51.84,10.5
INV-18934100015,2019-04-23,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,MunchWave Snacks,12,750,12,4.21,50.52,9.0
INV-18934100003,2019-04-23,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,SipStory Co.,6,1750,6,5.13,30.78,10.5
INV-18934100004,2019-04-23,4119,Peak Provisions,CEDAR FALLS,ZenZen Tea Blend,MunchWave Snacks,6,1750,6,5.94,35.64,10.5
INV-18934100007,2019-04-23,4119,Peak Provisions,CEDAR FALLS,PureElixir Zest,MunchWave Snacks,12,750,12,2.45,29.4,9.0
INV-18934100009,2019-04-23,4119,Peak Provisions,CEDAR FALLS,ZenZen Tea Blend,SipSavor Co.,6,750,6,3.38,20.28,4.5
INV-18934100001,2019-04-23,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,MunchWave Snacks,12,750,12,2.23,26.76,9.0
INV-18934100012,2019-04-23,4119,Peak Provisions,CEDAR FALLS,VitaWave Splash,NibbleNook Ventures,12,750,12,2.79,33.48,9.0
INV-18934100002,2019-04-23,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,SipStory Co.,12,750,12,2.6,31.2,9.0
INV-18934100013,2019-04-23,4119,Peak Provisions,CEDAR FALLS,EnergizeFusion Fuel,CC Brands,6,750,6,6.14,36.84,4.5
INV-18934100006,2019-04-23,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,Crunchy Group,12,750,12,1.41,16.92,9.0
INV-18984200004,2019-04-25,4755,Urban Outlet,MASON CITY,PureElixir Zest,BiteBlend Delights,6,1750,6,3.12,18.72,10.5
INV-18984200002,2019-04-25,4755,Urban Outlet,MASON CITY,FruitFusion Quencher,MunchWave Snacks,12,750,12,2.23,26.76,9.0
INV-18984200008,2019-04-25,4755,Urban Outlet,MASON CITY,FruitFusion Quencher,CrunchCraft Co.,6,1750,6,1.94,11.64,10.5
INV-18984200009,2019-04-25,4755,Urban Outlet,MASON CITY,FruitFusion Quencher,CrunchCraft Co.,12,750,12,1.22,10.8,9.0
INV-18984200003,2019-04-25,4755,Urban Outlet,MASON CITY,FruitFusion Quencher,CrunchCraft Co.,24,375,24,1.22,12.0,9.0
INV-18984200006,2019-04-25,4755,Urban Outlet,MASON CITY,Sparkling Bliss Brew,Crunchy Group,6,1750,6,2.82,16.92,10.5
INV-18984200007,2019-04-25,4755,Urban Outlet,MASON CITY,Sparkling Bliss Brew,TasteTrail Snacks,6,1750,6,2.47,14.82,10.5
INV-18984200001,2019-04-25,4755,Urban Outlet,MASON CITY,VelvetMist Infusion,SipSavor Co.,12,750,12,3.64,43.68,9.0
INV-18984200005,2019-04-25,4755,Urban Outlet,MASON CITY,BerryBurst Bubbly,MunchWave Snacks,12,750,12,3.51,42.12,9.0
INV-19073300009,2019-04-30,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,NibbleNation Group,6,1750,6,3.78,22.68,10.5
INV-19073300003,2019-04-30,4119,Peak Provisions,CEDAR FALLS,CaramelCrunch Craze,OliverCraft Inc.,12,750,12,2.02,24.24,9.0
INV-19073300006,2019-04-30,4119,Peak Provisions,CEDAR FALLS,HerbalHarmony Sip,SipSavor Co.,12,750,12,2.56,30.72,9.0
INV-19073300010,2019-04-30,4119,Peak Provisions,CEDAR FALLS,BerryBloom Oasis,OliverCraft Inc.,6,1750,6,8.77,52.62,10.5
INV-19073300008,2019-04-30,4119,Peak Provisions,CEDAR FALLS,MorningMist Dew,SipSavor Co.,12,1000,12,1.22,7.56,12.0
INV-19073300001,2019-04-30,4119,Peak Provisions,CEDAR FALLS,VitaWave Splash,NibbleNook Ventures,12,750,12,2.79,33.48,9.0
INV-19073300002,2019-04-30,4119,Peak Provisions,CEDAR FALLS,PureElixir Zest,MunchWave Snacks,6,1750,6,4.86,29.16,10.5
INV-19073300005,2019-04-30,4119,Peak Provisions,CEDAR FALLS,VelvetMist Infusion,SipSense Foods,12,375,12,3.92,47.04,4.5
INV-19073300007,2019-04-30,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,SipStory Co.,6,1750,6,5.13,30.78,10.5
INV-19073300004,2019-04-30,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,NibbleNation Group,12,750,12,2.02,24.24,9.0
INV-19123400001,2019-05-02,9039,Skyline Stores,WEST DES MOINES,FruitFusion Quencher,Frescan Jaya,6,750,60,2.14,128.4,45.0
INV-19218300006,2019-05-07,4119,Peak Provisions,CEDAR FALLS,MoonlitMocha Twist,MunchWave Snacks,12,750,12,2.23,26.76,9.0
INV-19218300007,2019-05-07,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,MunchWave Snacks,12,750,12,2.23,26.76,9.0
INV-19218300008,2019-05-07,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,MunchWave Snacks,12,750,12,2.23,26.76,9.0
INV-19218300004,2019-05-07,4119,Peak Provisions,CEDAR FALLS,ZenZen Tea Blend,Crunchy Group,6,1750,6,3.51,21.06,10.5
INV-19218300009,2019-05-07,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,MunchWave Snacks,12,750,12,2.23,26.76,9.0
INV-19218300003,2019-05-07,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,SnackSense Ventures,12,750,12,1.76,21.12,9.0
INV-19218300002,2019-05-07,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,MunchWave Snacks,12,750,12,2.23,26.76,9.0
INV-19218300011,2019-05-07,4119,Peak Provisions,CEDAR FALLS,CitrusBurst Breeze,MunchWave Snacks,6,1750,6,3.5,21.0,10.5
INV-19218300001,2019-05-07,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,NibbleNation Inc.,12,750,12,2.43,29.16,9.0
INV-19218300005,2019-05-07,4119,Peak Provisions,CEDAR FALLS,CreamyCaramel Cloud,SnackSphere Innovations,6,750,6,4.86,29.16,4.5
INV-19218300010,2019-05-07,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,CrunchCraft Co.,6,1750,6,1.94,11.64,10.5
INV-19364500001,2019-05-14,4119,Peak Provisions,CEDAR FALLS,BerryBloom Oasis,OliverCraft Inc.,12,750,12,4.45,53.4,9.0
INV-19364500006,2019-05-14,4119,Peak Provisions,CEDAR FALLS,PeachyKeen Revive,MunchWave Snacks,12,750,12,3.38,40.56,9.0
INV-19364500002,2019-05-14,4119,Peak Provisions,CEDAR FALLS,BerryBurst Bubbly,SnackSphere Innovations,6,750,6,4.96,29.76,4.5
INV-19364500003,2019-05-14,4119,Peak Provisions,CEDAR FALLS,BerryBlitz Chill,CrunchCraze Inc.,6,750,6,2.7,16.2,4.5
INV-19364500005,2019-05-14,4119,Peak Provisions,CEDAR FALLS,ZenZen Tea Blend,Crunchy Group,6,1750,6,3.51,21.06,10.5
INV-19364500004,2019-05-14,4119,Peak Provisions,CEDAR FALLS,Sparkling Bliss Brew,Crunchy Group,6,1750,12,2.82,33.84,21.0
INV-19394200001,2019-05-16,9039,Skyline Stores,WEST DES MOINES,FruitFusion Quencher,Frescan Jaya,6,750,30,2.14,64.2,22.5
INV-19516300006,2019-05-21,4119,Peak Provisions,CEDAR FALLS,HerbalHarmony Sip,FlavBlend Innovations,12,750,12,2.99,35.88,9.0
INV-19516300001,2019-05-21,4119,Peak Provisions,CEDAR FALLS,PureElixir Zest,MunchWave Snacks,6,1750,6,4.86,29.16,10.5
INV-19516300004,2019-05-21,4119,Peak Provisions,CEDAR FALLS,OasisGlow Refresher,NibbleNation Group,12,750,12,2.02,24.24,9.0
INV-19516300002,2019-05-21,4119,Peak Provisions,CEDAR FALLS,CaramelCrunch Craze,OliverCraft Inc.,12,750,12,2.02,24.24,9.0
INV-19516300005,2019-05-21,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,MunchWave Snacks,12,750,12,2.23,26.76,9.0
INV-19516300003,2019-05-21,4119,Peak Provisions,CEDAR FALLS,FruitFusion Quencher,SipStory Co.,6,1750,12,5.13,61.56,21.0
INV-19624800086,2019-05-28,5741,Town Treasures,CLINTON,AquaBerry Burst,TasteTwist Enterprises,12,500,12,2.45,29.4,6.0
INV-19624800037,2019-05-28,5741,Town Treasures,CLINTON,CitrusBurst Breeze,SnackSynergy Foods,48,200,48,1.22,34.56,9.6
INV-19624800010,2019-05-28,5741,Town Treasures,CLINTON,Sparkling Bliss Brew,MunchWave Snacks,10,300,10,1.99,19.9,3.0
INV-19624800028,2019-05-28,5741,Town Treasures,CLINTON,SootheSip Serenity,NibbleNation Group,24,200,24,1.22,12.96,4.8
