province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
,Malaysia,2021-08-13,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),1363683,11968,,,,,Malaysia
,Malaysia,2021-08-21,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),1535286,13936,,,,,Malaysia
,Malaysia,2020-06-23,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8590,121,8186,283,,,Malaysia
,Malaysia,2020-06-13,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8445,120,7311,1014,,,Malaysia
,Malaysia,2020-07-23,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8840,123,8574,143,,,Malaysia
,Malaysia,2020-05-05,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),6383,106,4567,1710,,,Malaysia
,Malaysia,2021-09-03,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),1805382,17521,,,,,Malaysia
,Malaysia,2020-04-09,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),4228,67,1608,2553,,,Malaysia
,Malaysia,2021-08-10,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),1299767,11162,,,,,Malaysia
,Malaysia,2020-06-28,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8634,121,8318,195,,,Malaysia
,Malaysia,2020-04-28,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),5851,100,4032,1719,,,Malaysia
,Malaysia,2020-06-25,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),8600,121,8271,208,,,Malaysia
,Malaysia,2020-05-04,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),6353,105,4484,1764,,,Malaysia
,Malaysia,2020-04-25,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),5742,98,3762,1882,,,Malaysia
,Malaysia,2021-08-29,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),1706089,16087,,,,,Malaysia
,Malaysia,2021-09-07,4.2104839999999992,101.97576600000001,POINT(101.975766 4.210484),1880734,18802,,,,,Malaysia
Perlis,Malaysia,2022-05-26,6.4449,100.2048,POINT(100.2048 6.4449),17408,186,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-02-13,6.4449,100.2048,POINT(100.2048 6.4449),18996,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-16,6.4449,100.2048,POINT(100.2048 6.4449),9219,139,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-06,6.4449,100.2048,POINT(100.2048 6.4449),4222,82,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-14,6.4449,100.2048,POINT(100.2048 6.4449),17715,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-03,6.4449,100.2048,POINT(100.2048 6.4449),18471,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-06,6.4449,100.2048,POINT(100.2048 6.4449),7307,136,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-31,6.4449,100.2048,POINT(100.2048 6.4449),5431,113,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-22,6.4449,100.2048,POINT(100.2048 6.4449),7008,134,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-24,6.4449,100.2048,POINT(100.2048 6.4449),18150,189,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-11-28,6.4449,100.2048,POINT(100.2048 6.4449),18786,193,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-09,6.4449,100.2048,POINT(100.2048 6.4449),18000,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-11-13,6.4449,100.2048,POINT(100.2048 6.4449),18679,193,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-07,6.4449,100.2048,POINT(100.2048 6.4449),6611,127,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-01,6.4449,100.2048,POINT(100.2048 6.4449),7662,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-18,6.4449,100.2048,POINT(100.2048 6.4449),18526,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-08,6.4449,100.2048,POINT(100.2048 6.4449),17460,187,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-22,6.4449,100.2048,POINT(100.2048 6.4449),16145,171,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-12-07,6.4449,100.2048,POINT(100.2048 6.4449),18858,194,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-19,6.4449,100.2048,POINT(100.2048 6.4449),4988,105,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-03-09,6.4449,100.2048,POINT(100.2048 6.4449),19014,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-27,6.4449,100.2048,POINT(100.2048 6.4449),6235,124,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-29,6.4449,100.2048,POINT(100.2048 6.4449),17872,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-14,6.4449,100.2048,POINT(100.2048 6.4449),7399,137,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-25,6.4449,100.2048,POINT(100.2048 6.4449),18437,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-02-20,6.4449,100.2048,POINT(100.2048 6.4449),19004,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-25,6.4449,100.2048,POINT(100.2048 6.4449),18572,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-07,6.4449,100.2048,POINT(100.2048 6.4449),5667,118,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-15,6.4449,100.2048,POINT(100.2048 6.4449),6849,131,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-22,6.4449,100.2048,POINT(100.2048 6.4449),10531,139,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-01-13,6.4449,100.2048,POINT(100.2048 6.4449),18979,197,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-02-21,6.4449,100.2048,POINT(100.2048 6.4449),19006,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-14,6.4449,100.2048,POINT(100.2048 6.4449),6828,131,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-09-25,6.4449,100.2048,POINT(100.2048 6.4449),3566,59,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-12-29,6.4449,100.2048,POINT(100.2048 6.4449),18957,197,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-16,6.4449,100.2048,POINT(100.2048 6.4449),18073,189,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-24,6.4449,100.2048,POINT(100.2048 6.4449),18426,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-10,6.4449,100.2048,POINT(100.2048 6.4449),18498,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-21,6.4449,100.2048,POINT(100.2048 6.4449),17806,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-05,6.4449,100.2048,POINT(100.2048 6.4449),17285,182,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-25,6.4449,100.2048,POINT(100.2048 6.4449),17237,182,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-03-01,6.4449,100.2048,POINT(100.2048 6.4449),19012,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-17,6.4449,100.2048,POINT(100.2048 6.4449),15569,169,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-09,6.4449,100.2048,POINT(100.2048 6.4449),8281,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-01-28,6.4449,100.2048,POINT(100.2048 6.4449),18990,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-13,6.4449,100.2048,POINT(100.2048 6.4449),17484,187,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-11,6.4449,100.2048,POINT(100.2048 6.4449),4659,90,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-07,6.4449,100.2048,POINT(100.2048 6.4449),18493,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-20,6.4449,100.2048,POINT(100.2048 6.4449),18108,189,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-02,6.4449,100.2048,POINT(100.2048 6.4449),17610,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-02-17,6.4449,100.2048,POINT(100.2048 6.4449),19000,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-14,6.4449,100.2048,POINT(100.2048 6.4449),17362,185,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-22,6.4449,100.2048,POINT(100.2048 6.4449),17529,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-17,6.4449,100.2048,POINT(100.2048 6.4449),17160,182,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-09,6.4449,100.2048,POINT(100.2048 6.4449),14121,155,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-20,6.4449,100.2048,POINT(100.2048 6.4449),5017,106,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-02-02,6.4449,100.2048,POINT(100.2048 6.4449),18994,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-30,6.4449,100.2048,POINT(100.2048 6.4449),5415,113,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-08,6.4449,100.2048,POINT(100.2048 6.4449),13897,153,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-25,6.4449,100.2048,POINT(100.2048 6.4449),16388,174,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-02-12,6.4449,100.2048,POINT(100.2048 6.4449),18996,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-11-10,6.4449,100.2048,POINT(100.2048 6.4449),18655,193,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-02,6.4449,100.2048,POINT(100.2048 6.4449),18466,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-04,6.4449,100.2048,POINT(100.2048 6.4449),17446,187,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-27,6.4449,100.2048,POINT(100.2048 6.4449),18586,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-14,6.4449,100.2048,POINT(100.2048 6.4449),15053,163,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-25,6.4449,100.2048,POINT(100.2048 6.4449),17405,186,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-25,6.4449,100.2048,POINT(100.2048 6.4449),6172,122,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-17,6.4449,100.2048,POINT(100.2048 6.4449),9504,139,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-02,6.4449,100.2048,POINT(100.2048 6.4449),4031,76,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-19,6.4449,100.2048,POINT(100.2048 6.4449),6008,122,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-11-21,6.4449,100.2048,POINT(100.2048 6.4449),18731,193,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-01-19,6.4449,100.2048,POINT(100.2048 6.4449),18984,197,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-31,6.4449,100.2048,POINT(100.2048 6.4449),18215,191,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-07,6.4449,100.2048,POINT(100.2048 6.4449),17302,182,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-14,6.4449,100.2048,POINT(100.2048 6.4449),18060,189,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-12-01,6.4449,100.2048,POINT(100.2048 6.4449),18802,193,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-28,6.4449,100.2048,POINT(100.2048 6.4449),18594,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-24,6.4449,100.2048,POINT(100.2048 6.4449),17404,186,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-18,6.4449,100.2048,POINT(100.2048 6.4449),17376,186,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-11-14,6.4449,100.2048,POINT(100.2048 6.4449),18684,193,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-21,6.4449,100.2048,POINT(100.2048 6.4449),16014,170,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-24,6.4449,100.2048,POINT(100.2048 6.4449),16341,173,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-11-11,6.4449,100.2048,POINT(100.2048 6.4449),18672,193,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-14,6.4449,100.2048,POINT(100.2048 6.4449),5911,119,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-23,6.4449,100.2048,POINT(100.2048 6.4449),17535,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-16,6.4449,100.2048,POINT(100.2048 6.4449),17732,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-21,6.4449,100.2048,POINT(100.2048 6.4449),5050,107,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-04,6.4449,100.2048,POINT(100.2048 6.4449),4133,78,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-06,6.4449,100.2048,POINT(100.2048 6.4449),17451,187,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-12-19,6.4449,100.2048,POINT(100.2048 6.4449),18927,196,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-29,6.4449,100.2048,POINT(100.2048 6.4449),6282,124,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-04,6.4449,100.2048,POINT(100.2048 6.4449),18250,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-02-11,6.4449,100.2048,POINT(100.2048 6.4449),18996,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-12-21,6.4449,100.2048,POINT(100.2048 6.4449),18935,196,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-14,6.4449,100.2048,POINT(100.2048 6.4449),8911,139,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-21,6.4449,100.2048,POINT(100.2048 6.4449),7458,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-04,6.4449,100.2048,POINT(100.2048 6.4449),7261,136,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-11-26,6.4449,100.2048,POINT(100.2048 6.4449),18770,193,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-24,6.4449,100.2048,POINT(100.2048 6.4449),7057,134,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-12-04,6.4449,100.2048,POINT(100.2048 6.4449),18839,194,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-26,6.4449,100.2048,POINT(100.2048 6.4449),18174,189,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-10,6.4449,100.2048,POINT(100.2048 6.4449),18016,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-02,6.4449,100.2048,POINT(100.2048 6.4449),16798,176,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-10,6.4449,100.2048,POINT(100.2048 6.4449),14369,156,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-29,6.4449,100.2048,POINT(100.2048 6.4449),17420,187,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-01-09,6.4449,100.2048,POINT(100.2048 6.4449),18974,197,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-02-27,6.4449,100.2048,POINT(100.2048 6.4449),19011,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-24,6.4449,100.2048,POINT(100.2048 6.4449),7492,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-01-30,6.4449,100.2048,POINT(100.2048 6.4449),18990,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-04,6.4449,100.2048,POINT(100.2048 6.4449),17620,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-18,6.4449,100.2048,POINT(100.2048 6.4449),7424,137,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-02-10,6.4449,100.2048,POINT(100.2048 6.4449),18996,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-14,6.4449,100.2048,POINT(100.2048 6.4449),17127,181,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-11-01,6.4449,100.2048,POINT(100.2048 6.4449),18609,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-12-18,6.4449,100.2048,POINT(100.2048 6.4449),18923,196,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-25,6.4449,100.2048,POINT(100.2048 6.4449),7083,135,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-08,6.4449,100.2048,POINT(100.2048 6.4449),16987,179,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-19,6.4449,100.2048,POINT(100.2048 6.4449),6948,132,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-21,6.4449,100.2048,POINT(100.2048 6.4449),18545,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-02,6.4449,100.2048,POINT(100.2048 6.4449),5531,115,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-02-19,6.4449,100.2048,POINT(100.2048 6.4449),19002,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-01-02,6.4449,100.2048,POINT(100.2048 6.4449),18961,197,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-24,6.4449,100.2048,POINT(100.2048 6.4449),18568,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-01,6.4449,100.2048,POINT(100.2048 6.4449),6374,124,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-01-01,6.4449,100.2048,POINT(100.2048 6.4449),18959,197,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-28,6.4449,100.2048,POINT(100.2048 6.4449),7551,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-03,6.4449,100.2048,POINT(100.2048 6.4449),17932,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-11,6.4449,100.2048,POINT(100.2048 6.4449),17065,180,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-28,6.4449,100.2048,POINT(100.2048 6.4449),18450,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-01-24,6.4449,100.2048,POINT(100.2048 6.4449),18987,197,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-16,6.4449,100.2048,POINT(100.2048 6.4449),6878,131,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-18,6.4449,100.2048,POINT(100.2048 6.4449),18096,189,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-11-18,6.4449,100.2048,POINT(100.2048 6.4449),18720,193,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-12-12,6.4449,100.2048,POINT(100.2048 6.4449),18896,195,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-01,6.4449,100.2048,POINT(100.2048 6.4449),12393,142,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-28,6.4449,100.2048,POINT(100.2048 6.4449),5340,111,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-08,6.4449,100.2048,POINT(100.2048 6.4449),17674,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-06,6.4449,100.2048,POINT(100.2048 6.4449),5648,118,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-13,6.4449,100.2048,POINT(100.2048 6.4449),7384,137,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-13,6.4449,100.2048,POINT(100.2048 6.4449),18341,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-22,6.4449,100.2048,POINT(100.2048 6.4449),6052,122,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-16,6.4449,100.2048,POINT(100.2048 6.4449),15398,169,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-23,6.4449,100.2048,POINT(100.2048 6.4449),10835,140,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-06,6.4449,100.2048,POINT(100.2048 6.4449),7898,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-24,6.4449,100.2048,POINT(100.2048 6.4449),17828,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-12-28,6.4449,100.2048,POINT(100.2048 6.4449),18955,197,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-11-02,6.4449,100.2048,POINT(100.2048 6.4449),18612,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-03-04,6.4449,100.2048,POINT(100.2048 6.4449),19014,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-21,6.4449,100.2048,POINT(100.2048 6.4449),17395,186,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-21,6.4449,100.2048,POINT(100.2048 6.4449),18406,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-11-09,6.4449,100.2048,POINT(100.2048 6.4449),18644,193,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-01-16,6.4449,100.2048,POINT(100.2048 6.4449),18980,197,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-12,6.4449,100.2048,POINT(100.2048 6.4449),4716,91,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-09,6.4449,100.2048,POINT(100.2048 6.4449),4582,87,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-20,6.4449,100.2048,POINT(100.2048 6.4449),17189,182,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-19,6.4449,100.2048,POINT(100.2048 6.4449),7433,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-15,6.4449,100.2048,POINT(100.2048 6.4449),18513,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-30,6.4449,100.2048,POINT(100.2048 6.4449),7607,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-27,6.4449,100.2048,POINT(100.2048 6.4449),16522,174,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-12-25,6.4449,100.2048,POINT(100.2048 6.4449),18951,196,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-12-31,6.4449,100.2048,POINT(100.2048 6.4449),18959,197,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-15,6.4449,100.2048,POINT(100.2048 6.4449),4884,97,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-09-29,6.4449,100.2048,POINT(100.2048 6.4449),3795,66,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-04,6.4449,100.2048,POINT(100.2048 6.4449),7766,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-01-23,6.4449,100.2048,POINT(100.2048 6.4449),18986,197,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-17,6.4449,100.2048,POINT(100.2048 6.4449),17507,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-22,6.4449,100.2048,POINT(100.2048 6.4449),5093,108,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-30,6.4449,100.2048,POINT(100.2048 6.4449),6326,124,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-14,6.4449,100.2048,POINT(100.2048 6.4449),18350,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-03-05,6.4449,100.2048,POINT(100.2048 6.4449),19014,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-07,6.4449,100.2048,POINT(100.2048 6.4449),18271,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-24,6.4449,100.2048,POINT(100.2048 6.4449),17542,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-16,6.4449,100.2048,POINT(100.2048 6.4449),17503,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-23,6.4449,100.2048,POINT(100.2048 6.4449),5132,108,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-01-31,6.4449,100.2048,POINT(100.2048 6.4449),18990,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-23,6.4449,100.2048,POINT(100.2048 6.4449),7488,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-15,6.4449,100.2048,POINT(100.2048 6.4449),18359,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-13,6.4449,100.2048,POINT(100.2048 6.4449),17104,181,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-22,6.4449,100.2048,POINT(100.2048 6.4449),18555,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-25,6.4449,100.2048,POINT(100.2048 6.4449),17552,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-01-03,6.4449,100.2048,POINT(100.2048 6.4449),18962,197,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-09,6.4449,100.2048,POINT(100.2048 6.4449),17016,180,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-12-17,6.4449,100.2048,POINT(100.2048 6.4449),18918,195,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-10,6.4449,100.2048,POINT(100.2048 6.4449),17686,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-10,6.4449,100.2048,POINT(100.2048 6.4449),8387,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-27,6.4449,100.2048,POINT(100.2048 6.4449),18179,189,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-21,6.4449,100.2048,POINT(100.2048 6.4449),6995,134,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-23,6.4449,100.2048,POINT(100.2048 6.4449),16251,172,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2023-02-14,6.4449,100.2048,POINT(100.2048 6.4449),18997,198,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-12-20,6.4449,100.2048,POINT(100.2048 6.4449),18930,196,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-07,6.4449,100.2048,POINT(100.2048 6.4449),7321,137,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-19,6.4449,100.2048,POINT(100.2048 6.4449),18532,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-13,6.4449,100.2048,POINT(100.2048 6.4449),5900,119,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-15,6.4449,100.2048,POINT(100.2048 6.4449),9105,139,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-08,6.4449,100.2048,POINT(100.2048 6.4449),6644,127,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-03,6.4449,100.2048,POINT(100.2048 6.4449),18240,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-11-27,6.4449,100.2048,POINT(100.2048 6.4449),18778,193,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-11-12,6.4449,100.2048,POINT(100.2048 6.4449),18676,193,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-28,6.4449,100.2048,POINT(100.2048 6.4449),6254,124,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-18,6.4449,100.2048,POINT(100.2048 6.4449),18384,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-04,6.4449,100.2048,POINT(100.2048 6.4449),18476,192,,,,,"Perlis, Malaysia"
